"category","is_female","age_group","total","n","prop"
"Diabetes","0","[50,55)",38324,328467,0.116675343337382
"Hypertension","1","[70,75)",141317,244787,0.577305984386426
"Sleep disturbance","1","[65,70)",16868,318542,0.0529537706173754
"Hypotension / syncope","0","[80,100]",14426,191432,0.0753583517907142
"Respiratory disease","0","[75,80)",23880,151488,0.157636248415716
"Anaemia and haematinic deficiency","1","[80,100]",61717,295206,0.209064178912353
"Memory and cognitive problems","0","[80,100]",24128,191432,0.126039533620293
"Anaemia and haematinic deficiency","1","[40,45)",16439,327169,0.0502462030326834
"Skin ulcer","0","[80,100]",7693,191432,0.0401865936729491
"Hypertension","0","[60,65)",153235,344312,0.44504693417598
"Visual impairment","1","[75,80)",59426,186752,0.318208104866347
"Weight loss and anorexia","1","[80,100]",20909,295206,0.0708285061956735
"Sleep disturbance","1","[55,60)",16744,384918,0.0435001740630472
"Arthritis","1","[75,80)",54647,186752,0.292618017477724
"Urinary incontinence","1","[65,70)",9675,318542,0.0303727608918133
"Thyroid disease","0","[55,60)",15243,349624,0.043598265565293
"Visual impairment","1","[60,65)",44656,384813,0.116045975577748
"Respiratory disease","1","[45,50)",8996,335558,0.0268090762252725
"Hypertension","1","[45,50)",57959,335558,0.1727242384327
"Dyspnoea","1","[40,45)",12033,327169,0.0367791569494665
"Thyroid disease","1","[70,75)",54879,244787,0.224190827127258
"Atrial fibrillation","1","[75,80)",20029,186752,0.107249186086361
"Dizziness","1","[60,65)",20253,384813,0.052630758316377
"Hypertension","0","[40,45)",49760,300490,0.165596192884955
"Respiratory disease","0","[65,70)",25536,281362,0.0907585246053127
"Dizziness","0","[40,45)",7065,300490,0.0235115977237179
"Dyspnoea","1","[60,65)",25350,384813,0.0658761528326746
"Urinary system disease","0","[70,75)",48012,202067,0.237604358950249
"Ischaemic heart disease","0","[80,100]",24510,191432,0.128035020268294
"Dyspnoea","0","[65,70)",25525,281362,0.0907194290629154
"Memory and cognitive problems","1","[80,100]",50264,295206,0.170267541987629
"Heart failure","0","[65,70)",9271,281362,0.0329504339605206
"Anaemia and haematinic deficiency","1","[50,55)",19006,360738,0.0526864372480859
"Urinary system disease","0","[55,60)",25270,349624,0.0722776468434661
"Memory and cognitive problems","1","[75,80)",9033,186752,0.0483689599040439
"Thyroid disease","1","[55,60)",52656,384918,0.136797967359282
"Skin ulcer","1","[75,80)",2794,186752,0.0149610178204249
"Dyspnoea","0","[70,75)",24226,202067,0.119890927266699
"Social vulnerability","0","[60,65)",874,344312,0.00253839540881526
"Sleep disturbance","1","[80,100]",20986,295206,0.0710893410025542
"Hearing impairment","1","[60,65)",6964,384813,0.0180971017091418
"Sleep disturbance","0","[80,100]",10525,191432,0.0549803585607422
"Dyspnoea","0","[45,50)",11226,305129,0.0367909965948828
"Anaemia and haematinic deficiency","0","[65,70)",19483,281362,0.0692453138661226
"Dizziness","0","[60,65)",13565,344312,0.0393974070029508
"Sleep disturbance","1","[40,45)",9703,327169,0.029657455321256
"Osteoporosis","1","[60,65)",18629,384813,0.0484105266713962
"Chronic kidney disease","1","[70,75)",21670,244787,0.0885259429626573
"Arthritis","0","[50,55)",23402,328467,0.0712461221370792
"Urinary system disease","1","[55,60)",22855,384918,0.0593762827407396
"Dizziness","1","[40,45)",12655,327169,0.0386803150665253
"Skin ulcer","1","[40,45)",255,327169,0.000779413697508016
"Chronic kidney disease","0","[75,80)",25759,151488,0.170039871144909
"Hypertension","1","[40,45)",37606,327169,0.114943652974457
"Cerebrovascular disease","1","[70,75)",4997,244787,0.020413665758394
"Social vulnerability","0","[55,60)",836,349624,0.0023911401963252
"Hypotension / syncope","0","[55,60)",2841,349624,0.00812587236574148
"Cerebrovascular disease","0","[80,100]",11253,191432,0.0587832755234235
"Peptic ulcer","0","[45,50)",650,305129,0.00213024655145856
"Respiratory disease","0","[55,60)",15583,349624,0.0445707388508798
"Atrial fibrillation","0","[65,70)",19996,281362,0.0710685877979258
"Dyspnoea","1","[70,75)",29049,244787,0.118670517633698
"Thyroid disease","1","[50,55)",42393,360738,0.117517422616969
"Anaemia and haematinic deficiency","0","[70,75)",21489,202067,0.106345914968797
"Hypertension","1","[80,100]",226052,295206,0.765743243701009
"Diabetes","1","[70,75)",50811,244787,0.207572297548481
"Hypertension","0","[75,80)",107066,151488,0.706762251795522
"Chronic kidney disease","0","[80,100]",50648,191432,0.264574365832254
"Respiratory disease","1","[75,80)",28415,186752,0.152153658327622
"Urinary system disease","0","[80,100]",66858,191432,0.349251953696352
"Diabetes","0","[65,70)",61696,281362,0.219276234886019
"Urinary incontinence","1","[60,65)",8355,384813,0.0217118444543194
"Hypertension","0","[80,100]",145603,191432,0.760599063897363
"Arthritis","0","[80,100]",51094,191432,0.2669041748506
"Respiratory disease","1","[50,55)",12535,360738,0.0347482106126884
"Visual impairment","1","[80,100]",92810,295206,0.314390628916756
"Respiratory disease","1","[80,100]",53151,295206,0.18004715351314
"Dizziness","0","[55,60)",11912,349624,0.0340708875820882
"Arthritis","1","[65,70)",62589,318542,0.196485863716559
"Arthritis","0","[65,70)",46547,281362,0.165434564724448
"Urinary system disease","0","[65,70)",46732,281362,0.166092080664766
"Urinary incontinence","1","[40,45)",4649,327169,0.0142097814890775
"Peripheral vascular disease","0","[75,80)",11409,151488,0.0753128960709759
"Hypertension","0","[70,75)",128678,202067,0.63680858329168
"Hypertension","0","[45,50)",72215,305129,0.236670391867046
"Hypertension","1","[60,65)",139467,384813,0.362427984501563
"Chronic kidney disease","1","[80,100]",60559,295206,0.20514149441407
"Arthritis","1","[60,65)",55350,384813,0.143836097013355
"Hypertension","1","[75,80)",124573,186752,0.667050419808088
"Anaemia and haematinic deficiency","1","[75,80)",26613,186752,0.142504497943797
"Hypotension / syncope","1","[80,100]",15665,295206,0.0530646396075961
"Visual impairment","1","[55,60)",23818,384918,0.061878114299669
"Dyspnoea","0","[55,60)",19219,349624,0.0549704825755669
"Atrial fibrillation","0","[75,80)",26526,151488,0.175102978453739
"Sleep disturbance","1","[50,55)",14941,360738,0.0414178711419368
"Diabetes","0","[60,65)",59418,344312,0.172570227003416
"Hypertension","1","[65,70)",147378,318542,0.462664264053092
"Atrial fibrillation","0","[80,100]",52268,191432,0.273036900831627
"Peripheral vascular disease","0","[80,100]",23812,191432,0.124388816916712
"Atrial fibrillation","1","[80,100]",61050,295206,0.206804739741062
"Hypertension","0","[65,70)",151648,281362,0.538978255770147
"Thyroid disease","1","[80,100]",86256,295206,0.292189183146684
"Dizziness","0","[80,100]",22248,191432,0.116218813991391
"Thyroid disease","0","[45,50)",8933,305129,0.0292761422218144
"Visual impairment","0","[65,70)",49728,281362,0.176740284757714
"Anaemia and haematinic deficiency","1","[55,60)",16692,384918,0.0433650803547769
"Visual impairment","0","[70,75)",53242,202067,0.263486863268124
"Parkinsonism and tremor","0","[60,65)",2697,344312,0.00783301191942192
"Atrial fibrillation","0","[70,75)",23421,202067,0.115907100120257
"Diabetes","0","[40,45)",16367,300490,0.0544677027521714
"Dizziness","1","[45,50)",14542,335558,0.0433367703943879
"Hypotension / syncope","0","[60,65)",3975,344312,0.0115447617277353
"Memory and cognitive problems","0","[75,80)",6663,151488,0.0439836818757921
"Thyroid disease","0","[65,70)",19385,281362,0.0688970081247645
"Urinary system disease","1","[80,100]",40184,295206,0.136121894541439
"Parkinsonism and tremor","1","[65,70)",3653,318542,0.0114678755077823
"Arthritis","0","[70,75)",41925,202067,0.207480687098834
"Peripheral vascular disease","1","[80,100]",33146,295206,0.112280915699545
"Dyspnoea","1","[75,80)",28227,186752,0.151146975668266
"Dyspnoea","1","[80,100]",51781,295206,0.17540632642968
"Urinary system disease","1","[45,50)",19284,335558,0.0574684555278074
"Atrial fibrillation","0","[50,55)",4823,328467,0.0146833624077913
"Social vulnerability","0","[70,75)",755,202067,0.00373638446653833
"Hypotension / syncope","1","[50,55)",2280,360738,0.0063203765613825
"Fragility fracture","0","[60,65)",1289,344312,0.00374369757661656
"Diabetes","0","[75,80)",44848,151488,0.296049852133502
"Anaemia and haematinic deficiency","1","[70,75)",26074,244787,0.106517094453545
"Chronic kidney disease","0","[70,75)",23665,202067,0.117114620398185
"Arthritis","0","[55,60)",34619,349624,0.0990178019815573
"Cerebrovascular disease","1","[65,70)",3916,318542,0.0122935123154874
"Sleep disturbance","1","[45,50)",12300,335558,0.0366553621132561
"Ischaemic heart disease","1","[60,65)",6783,384813,0.0176267433792517
"Sleep disturbance","0","[55,60)",10006,349624,0.0286193167517104
"Respiratory disease","0","[80,100]",36376,191432,0.190020477245184
"Fragility fracture","1","[70,75)",4334,244787,0.0177051885925315
"Visual impairment","0","[60,65)",31162,344312,0.0905051232602988
"Cerebrovascular disease","0","[65,70)",4395,281362,0.0156204462578458
"Osteoporosis","0","[55,60)",757,349624,0.00216518316820356
"Diabetes","0","[70,75)",53638,202067,0.265446609292957
"Dizziness","0","[75,80)",13901,151488,0.0917630439374736
"Heart failure","0","[80,100]",27769,191432,0.145059342220736
"Urinary system disease","1","[50,55)",20728,360738,0.0574599848089195
"Diabetes","1","[50,55)",30941,360738,0.0857713908709368
"Urinary system disease","1","[60,65)",24129,384813,0.0627031831045209
"Heart failure","0","[50,55)",2885,328467,0.00878322632106117
"Respiratory disease","0","[45,50)",6190,305129,0.0202865017746592
"Dyspnoea","0","[80,100]",36797,191432,0.192219691587613
"Urinary system disease","1","[75,80)",21134,186752,0.113166124057574
"Urinary system disease","0","[45,50)",10746,305129,0.0352178914491903
"Parkinsonism and tremor","0","[80,100]",9570,191432,0.0499916419407414
"Ischaemic heart disease","0","[75,80)",15915,151488,0.105057826362484
"Chronic kidney disease","0","[65,70)",20420,281362,0.0725755432503323
"Falls","1","[80,100]",23126,295206,0.0783385161548207
"Ischaemic heart disease","0","[45,50)",3367,305129,0.0110346771365554
"Parkinsonism and tremor","0","[45,50)",812,305129,0.00266116953812977
"Anaemia and haematinic deficiency","0","[80,100]",43611,191432,0.227814576455347
"Weight loss and anorexia","0","[70,75)",5549,202067,0.0274611886156572
"Urinary system disease","1","[40,45)",17818,327169,0.0544611500478346
"Osteoporosis","1","[65,70)",29485,318542,0.0925623622630611
"Hypotension / syncope","0","[70,75)",6039,202067,0.0298861268787085
"Arthritis","1","[50,55)",29079,360738,0.0806097500124744
"Visual impairment","1","[70,75)",73240,244787,0.299198895366175
"Osteoporosis","0","[65,70)",1949,281362,0.00692701928476482
"Falls","0","[80,100]",11708,191432,0.0611600986250993
"Thyroid disease","1","[60,65)",59434,384813,0.154449044081151
"Dizziness","1","[75,80)",19534,186752,0.104598612063057
"Mobility and transfer problems","0","[75,80)",1116,151488,0.00736692015209125
"Thyroid disease","1","[40,45)",26451,327169,0.0808481243638609
"Urinary incontinence","1","[50,55)",6812,360738,0.0188835110246217
"Anaemia and haematinic deficiency","0","[50,55)",7708,328467,0.0234665887288525
"Respiratory disease","1","[70,75)",29183,244787,0.119217932324838
"Ischaemic heart disease","0","[60,65)",13046,344312,0.0378900532075559
"Respiratory disease","0","[50,55)",9666,328467,0.0294276137328864
"Sleep disturbance","0","[50,55)",8609,328467,0.026209634453385
"Diabetes","1","[45,50)",21288,335558,0.0634405974526013
"Visual impairment","1","[50,55)",11345,360738,0.0314494175828441
"Weight loss and anorexia","0","[50,55)",2595,328467,0.00790033702015728
"Urinary system disease","1","[70,75)",23120,244787,0.0944494601428997
"Dyspnoea","1","[45,50)",14907,335558,0.0444245108148219
"Anaemia and haematinic deficiency","1","[60,65)",19043,384813,0.0494863739010896
"Dyspnoea","1","[50,55)",17904,360738,0.049631588576751
"Peripheral vascular disease","0","[65,70)",9010,281362,0.0320228033636383
"Sleep disturbance","1","[60,65)",17292,384813,0.0449361118257439
"Sleep disturbance","1","[75,80)",11633,186752,0.0622911668951336
"Osteoporosis","1","[75,80)",29100,186752,0.155821624400274
"Ischaemic heart disease","0","[70,75)",16405,202067,0.0811859432762401
"Falls","1","[75,80)",6582,186752,0.0352446024674435
"Urinary incontinence","1","[80,100]",20182,295206,0.0683658191229176
"Arthritis","1","[40,45)",10598,327169,0.0323930445732939
"Chronic kidney disease","1","[45,50)",3354,335558,0.00999529142502935
"Hearing impairment","1","[50,55)",4056,360738,0.0112436172513015
"Anaemia and haematinic deficiency","0","[75,80)",22322,151488,0.147351605407689
"Weight loss and anorexia","1","[40,45)",2335,327169,0.00713698424973026
"Dizziness","0","[70,75)",13852,202067,0.0685515200403826
"Anaemia and haematinic deficiency","1","[45,50)",19466,335558,0.058010835682654
"Mobility and transfer problems","0","[80,100]",2655,191432,0.013869154582306
"Weight loss and anorexia","0","[75,80)",6049,151488,0.0399305555555556
"Fragility fracture","0","[80,100]",6246,191432,0.0326277738309165
"Chronic kidney disease","1","[75,80)",23957,186752,0.128282428032899
"Atrial fibrillation","0","[55,60)",8773,349624,0.0250926709836853
"Peptic ulcer","0","[75,80)",1700,151488,0.0112220109843684
"Dizziness","0","[45,50)",8254,305129,0.0270508539011369
"Sleep disturbance","0","[75,80)",7068,151488,0.0466571609632446
"Cerebrovascular disease","0","[75,80)",5835,151488,0.0385179024081115
"Peptic ulcer","1","[65,70)",1791,318542,0.00562249248136823
"Osteoporosis","1","[70,75)",31718,244787,0.129573874429606
"Dizziness","1","[50,55)",16745,360738,0.0464187304913816
"Hearing impairment","1","[45,50)",2856,335558,0.00851119627605362
"Thyroid disease","0","[75,80)",16886,151488,0.111467574989438
"Hearing impairment","1","[55,60)",5699,384918,0.0148057508352428
"Osteoporosis","0","[75,80)",3025,151488,0.0199685783692438
"Dizziness","1","[70,75)",20946,244787,0.0855682695567984
"Visual impairment","0","[40,45)",2223,300490,0.00739791673599787
"Fragility fracture","0","[75,80)",2064,151488,0.0136248415716096
"Thyroid disease","0","[60,65)",18399,344312,0.0534369990009062
"Chronic kidney disease","1","[55,60)",7825,384918,0.0203290051387568
"Falls","1","[65,70)",4554,318542,0.0142963879174489
"Dyspnoea","0","[60,65)",23425,344312,0.0680342247728804
"Peripheral vascular disease","0","[45,50)",907,305129,0.00297251326488141
"Sleep disturbance","0","[70,75)",8501,202067,0.0420702044371421
"Chronic kidney disease","0","[45,50)",4500,305129,0.014747860740867
"Peripheral vascular disease","1","[75,80)",10041,186752,0.0537664924605894
"Thyroid disease","0","[80,100]",29594,191432,0.154592753562623
"Fragility fracture","1","[50,55)",836,360738,0.00231747140584025
"Peripheral vascular disease","1","[60,65)",4140,384813,0.0107584722969338
"Heart failure","1","[65,70)",6358,318542,0.0199596913436847
"Hearing impairment","0","[65,70)",8847,281362,0.0314434785081141
"Ischaemic heart disease","0","[65,70)",15766,281362,0.0560345746760401
"Dyspnoea","0","[40,45)",9148,300490,0.0304436087723385
"Mobility and transfer problems","1","[55,60)",641,384918,0.00166528975002468
"Heart failure","0","[75,80)",12002,151488,0.0792273975496409
"Heart failure","1","[75,80)",9673,186752,0.0517959647018506
"Social vulnerability","0","[75,80)",593,151488,0.00391450147866498
"Ischaemic heart disease","1","[70,75)",9928,244787,0.0405577093554805
"Cerebrovascular disease","1","[60,65)",2964,384813,0.00770244248505118
"Parkinsonism and tremor","1","[45,50)",956,335558,0.00284898586831487
"Anaemia and haematinic deficiency","0","[45,50)",5503,305129,0.0180349950348869
"Chronic kidney disease","0","[55,60)",10394,349624,0.0297290803834977
"Dizziness","0","[50,55)",9881,328467,0.0300821695939014
"Weight loss and anorexia","0","[45,50)",2064,305129,0.00676435212647765
"Peripheral vascular disease","0","[70,75)",10423,202067,0.0515819010526212
"Falls","1","[45,50)",1200,335558,0.00357613288909816
"Ischaemic heart disease","1","[50,55)",3102,360738,0.00859903863745987
"Respiratory disease","0","[40,45)",4520,300490,0.0150420979067523
"Dyspnoea","0","[50,55)",14765,328467,0.044951243199469
"Fragility fracture","0","[65,70)",1599,281362,0.00568307020848586
"Peptic ulcer","1","[45,50)",749,335558,0.00223210294494543
"Peripheral vascular disease","1","[65,70)",6292,318542,0.0197524973158956
"Urinary incontinence","0","[70,75)",4414,202067,0.0218442397818545
"Falls","0","[70,75)",2992,202067,0.0148069699654075
"Chronic kidney disease","1","[65,70)",17279,318542,0.0542440243358804
"Weight loss and anorexia","0","[40,45)",1841,300490,0.00612665978901128
"Visual impairment","1","[45,50)",5252,335558,0.0156515416112863
"Parkinsonism and tremor","0","[55,60)",1899,349624,0.00543154932155687
"Atrial fibrillation","1","[50,55)",1986,360738,0.00550538063636212
"Hearing impairment","0","[55,60)",5481,349624,0.0156768414067684
"Fragility fracture","1","[45,50)",492,335558,0.00146621448453025
"Urinary system disease","0","[40,45)",8126,300490,0.0270424972544843
"Skin ulcer","1","[80,100]",11495,295206,0.0389389104557495
"Atrial fibrillation","1","[70,75)",15835,244787,0.0646888927925094
"Falls","0","[75,80)",3816,151488,0.0251901140684411
"Atrial fibrillation","1","[60,65)",6937,384813,0.0180269377593792
"Weight loss and anorexia","1","[70,75)",6610,244787,0.0270030679733809
"Memory and cognitive problems","1","[50,55)",219,360738,0.000607088801290687
"Chronic kidney disease","1","[40,45)",2221,327169,0.00678854047907962
"Cerebrovascular disease","0","[60,65)",3390,344312,0.00984572132252143
"Ischaemic heart disease","1","[55,60)",4944,384918,0.0128442941093947
"Parkinsonism and tremor","1","[70,75)",4473,244787,0.0182730292049823
"Parkinsonism and tremor","0","[70,75)",4961,202067,0.0245512626999955
"Hypotension / syncope","0","[75,80)",6756,151488,0.0445975918884664
"Peptic ulcer","1","[40,45)",600,327169,0.0018339145823718
"Heart failure","0","[45,50)",1650,305129,0.00540754893831789
"Parkinsonism and tremor","0","[40,45)",555,300490,0.00184698326067423
"Weight loss and anorexia","1","[50,55)",3030,360738,0.00839944779867937
"Hypotension / syncope","1","[40,45)",1405,327169,0.00429441664705397
"Osteoporosis","0","[80,100]",5940,191432,0.0310292949977015
"Parkinsonism and tremor","1","[55,60)",1723,384918,0.00447627806441891
"Urinary incontinence","1","[45,50)",6071,335558,0.0180922523080958
"Fragility fracture","1","[60,65)",2511,384813,0.00652524732792291
"Chronic kidney disease","0","[40,45)",2869,300490,0.00954773869346734
"Mobility and transfer problems","1","[50,55)",403,360738,0.00111715427817419
"Memory and cognitive problems","0","[50,55)",255,328467,0.000776333695622391
"Skin ulcer","1","[70,75)",2451,244787,0.0100127866267408
"Skin ulcer","0","[60,65)",1764,344312,0.00512326029879876
"Peripheral vascular disease","0","[55,60)",3819,349624,0.0109231631695765
"Weight loss and anorexia","1","[65,70)",5773,318542,0.0181231988246448
"Social vulnerability","1","[75,80)",952,186752,0.00509766963673749
"Skin ulcer","0","[70,75)",2575,202067,0.0127432980150148
"Hypotension / syncope","0","[50,55)",1803,328467,0.00548913589493008
"Thyroid disease","0","[40,45)",6624,300490,0.0220439948084795
"Cerebrovascular disease","0","[55,60)",2436,349624,0.00696748506967485
"Falls","0","[50,55)",902,328467,0.00274609017039763
"Skin ulcer","1","[45,50)",417,335558,0.00124270617896161
"Osteoporosis","0","[45,50)",235,305129,0.000770166060911942
"Hearing impairment","1","[40,45)",2188,327169,0.00668767517704917
"Peptic ulcer","0","[65,70)",1711,281362,0.00608113391289513
"Falls","0","[45,50)",705,305129,0.00231049818273583
"Cerebrovascular disease","1","[40,45)",596,327169,0.00182168848515599
"Mobility and transfer problems","0","[50,55)",384,328467,0.00116906721223137
"Mobility and transfer problems","1","[80,100]",5066,295206,0.0171608978137301
"Hearing impairment","0","[40,45)",2173,300490,0.00723152184764884
"Social vulnerability","1","[50,55)",765,360738,0.00212065266204281
"Urinary incontinence","0","[50,55)",730,328467,0.00222244548158567
"Fragility fracture","0","[55,60)",1009,349624,0.00288595748575613
"Heart failure","1","[60,65)",4453,384813,0.0115718543812189
"Falls","1","[40,45)",892,327169,0.00272641967912608
"Skin ulcer","0","[50,55)",846,328467,0.00257560120194723
"Osteoporosis","0","[60,65)",1219,344312,0.00354039359650549
"Fragility fracture","0","[70,75)",1862,202067,0.00921476539959518
"Skin ulcer","1","[55,60)",1016,384918,0.00263952322312804
"Atrial fibrillation","1","[45,50)",1104,335558,0.00329004225797031
"Fragility fracture","0","[50,55)",672,328467,0.00204586762140489
"Peptic ulcer","1","[55,60)",1254,384918,0.00325783673405764
"Social vulnerability","0","[45,50)",475,305129,0.00155671863375818
"Fragility fracture","1","[55,60)",1618,384918,0.00420349269194997
"Cerebrovascular disease","0","[45,50)",901,305129,0.00295284945056025
"Memory and cognitive problems","0","[60,65)",1046,344312,0.00303794233137387
"Osteoporosis","0","[40,45)",165,300490,0.000549103131551799
"Skin ulcer","0","[40,45)",345,300490,0.00114812472960831
"Peptic ulcer","0","[60,65)",1446,344312,0.00419967936057994
"Hypotension / syncope","0","[40,45)",733,300490,0.00243934906319678
"Heart failure","1","[40,45)",602,327169,0.00184002763097971
"Social vulnerability","0","[40,45)",427,300490,0.00142101234650072
"Parkinsonism and tremor","1","[40,45)",760,327169,0.00232295847100428
"Heart valve disease","1","[45,50)",9,335558,2.68209966682362e-05
"Mobility and transfer problems","0","[45,50)",238,305129,0.00077999796807252
"Heart valve disease","0","[70,75)",15,202067,7.42328039709601e-05
"Mobility and transfer problems","1","[40,45)",237,327169,0.000724396260036862
"Heart valve disease","1","[80,100]",30,295206,0.000101623950732709
"Heart valve disease","1","[65,70)",11,318542,3.45323379648524e-05
"Heart valve disease","0","[55,60)",11,349624,3.14623710042789e-05
"Heart valve disease","0","[65,70)",18,281362,6.39745239229178e-05
"Heart valve disease","0","[45,50)",6,305129,1.9663814321156e-05
"Anaemia and haematinic deficiency","1","[65,70)",23421,318542,0.0735256261340734
"Hearing impairment","0","[60,65)",7031,344312,0.0204204326308697
"Ischaemic heart disease","0","[55,60)",9472,349624,0.02709196165023
"Anaemia and haematinic deficiency","0","[60,65)",14673,344312,0.0426154185738516
"Falls","0","[40,45)",610,300490,0.00203001763785817
"Parkinsonism and tremor","1","[75,80)",4832,186752,0.0258738862234407
"Respiratory disease","0","[60,65)",21834,344312,0.0634134157392133
"Cerebrovascular disease","0","[50,55)",1553,328467,0.00472802442863362
"Osteoporosis","1","[55,60)",9104,384918,0.0236517907710214
"Arthritis","1","[45,50)",17803,335558,0.0530549115205121
"Hypotension / syncope","1","[60,65)",3878,384813,0.0100776221177559
"Sleep disturbance","0","[65,70)",10512,281362,0.037361121970984
"Fragility fracture","1","[75,80)",5199,186752,0.027839059287183
"Heart failure","0","[70,75)",10458,202067,0.0517551109285534
"Weight loss and anorexia","1","[60,65)",4779,384813,0.0124190191079823
"Urinary incontinence","0","[65,70)",3434,281362,0.0122049175084055
"Social vulnerability","0","[80,100]",803,191432,0.00419470099043002
"Sleep disturbance","0","[60,65)",10745,344312,0.031207160947048
"Hearing impairment","0","[80,100]",16564,191432,0.0865268084750721
"Hypotension / syncope","1","[65,70)",4797,318542,0.015059238656127
"Ischaemic heart disease","0","[40,45)",1705,300490,0.00567406569270192
"Arthritis","0","[40,45)",9947,300490,0.033102599088156
"Respiratory disease","1","[40,45)",6541,327169,0.0199927254721566
"Urinary incontinence","1","[70,75)",10491,244787,0.0428576680951194
"Fragility fracture","1","[80,100]",18652,295206,0.0631829976355494
"Arthritis","0","[45,50)",15405,305129,0.050486843269568
"Urinary system disease","0","[50,55)",16355,328467,0.0497919121251145
"Weight loss and anorexia","0","[80,100]",12435,191432,0.0649577918007439
"Cerebrovascular disease","1","[75,80)",5984,186752,0.0320424948594928
"Anaemia and haematinic deficiency","0","[40,45)",3883,300490,0.0129222270291857
"Parkinsonism and tremor","0","[65,70)",4116,281362,0.0146288411370405
"Chronic kidney disease","1","[60,65)",11557,384813,0.0300327691632039
"Dizziness","1","[65,70)",21086,318542,0.0661953525751706
"Cerebrovascular disease","0","[70,75)",5081,202067,0.0251451251317632
"Cerebrovascular disease","0","[40,45)",539,300490,0.00179373689640254
"Cerebrovascular disease","1","[50,55)",1481,360738,0.00410547266991556
"Sleep disturbance","1","[70,75)",14143,244787,0.0577767610208058
